        Gross domestic product,Personal consumption expenditures,    Goods,        Durable goods,        Nondurable goods,    Services,Gross private domestic investment,    Fixed investment,        Nonresidential,            Structures,            Equipment,            Intellectual property products,        Residential,    Change in private inventories,Net exports of goods and services,    Exports,        Goods,        Services,    Imports,        Goods,        Services,Government consumption expenditures and gross investment,    Federal,        National defense,        Nondefense,    State and local
16121.9,11008.3,3717.2,1181.6,2535.6,7291.1,2534.8,2445.5,2016.2,455.7,940.7,619.7,429.4,89.3,-580.9,2199.8,1530,669.8,2780.7,2322.7,458,3159.6,1293.7,818.8,474.9,1865.9
16227.9,11073.6,3744.7,1194.2,2550.6,7328.9,2529.9,2455.9,2011.7,452.8,935.4,623.6,444.1,74.1,-535.2,2209.4,1537.7,671.7,2744.5,2284.7,459.9,3159.6,1297,821.5,475.5,1862.6
16297.3,11164.3,3780,1212.9,2567.1,7384.3,2521.3,2502.9,2031.2,443.8,955.2,632.3,471.7,18.4,-531.8,2214,1525.2,688.8,2745.8,2284.6,461.3,3143.5,1278.9,804.6,474.3,1864.6
16475.4,11256.7,3827.6,1238.4,2589.3,7429,2617.6,2554,2058.3,439.3,974.3,644.7,495.7,63.6,-519.5,2242.2,1537.5,704.8,2761.7,2300.1,461.6,3120.7,1245.3,779.6,465.7,1875.4
16541.4,11284.5,3803.6,1237.2,2566.5,7480.9,2658.1,2593.6,2077.1,454.7,980.4,642,516.5,64.5,-514.7,2253.1,1544.8,708.3,2767.8,2303.3,464.5,3113.4,1231.4,770,461.5,1882
16749.3,11379.1,3834.7,1241.4,2593.2,7544.5,2750.8,2625.3,2094.2,476.1,968.6,649.5,531.1,125.5,-492.9,2274.1,1558.6,715.5,2767,2299.2,467.8,3112.3,1220.2,759.3,460.9,1892.1
16999.9,11524.4,3872.2,1249.8,2622.4,7652.2,2798.6,2682.7,2147.9,484.3,1008,655.6,534.8,115.9,-440.9,2337.1,1609.8,727.2,2777.9,2303.3,474.7,3117.7,1220.9,759,461.9,1896.8
17025.2,11636.1,3900.8,1256.3,2644.5,7735.3,2774,2738.6,2194.5,518.1,1011.6,664.7,544.1,35.4,-508.4,2339.1,1593.5,745.6,2847.4,2369.1,478.3,3123.6,1218.1,750,468,1905.5
17285.6,11800.6,3967.4,1289.2,2678.2,7833.2,2861.6,2796.7,2235.5,531.8,1031.5,672.2,561.2,64.9,-515.6,2388.4,1629.8,758.6,2904,2416.9,487.1,3139,1214.3,746,468.3,1924.7
17569.4,11941,3999.7,1308.5,2691.2,7941.3,2939.8,2863.6,2287.5,532.4,1070.8,684.4,576,76.2,-485.6,2394.7,1637.3,757.4,2880.3,2392,488.3,3174.2,1230.6,755.5,475.1,1943.6
17692.2,12075.8,4014.1,1325.2,2688.9,8061.7,2970.4,2885.2,2286.3,540.4,1049,696.9,598.8,85.3,-525.5,2379,1611.8,767.2,2904.6,2407.9,496.7,3171.4,1212.5,732.5,480,1958.9
17783.6,12098.9,3956.7,1331,2625.6,8142.2,3044.6,2915.7,2297.6,519.8,1076.6,701.2,618.1,129,-534.7,2287.8,1519.8,768,2822.4,2330.6,491.8,3174.7,1218.8,731.2,487.6,1955.9
17998.3,12240.2,4010.7,1353.3,2657.4,8229.5,3049.9,2944.7,2304.9,512.9,1075.7,716.3,639.8,105.2,-508.9,2298.6,1530,768.6,2807.5,2314.6,493,3217.2,1222.1,731.8,490.3,1995.1
18141.9,12356.9,4043,1364.7,2678.4,8313.9,3072.1,2995.3,2331.5,508.5,1099.7,723.3,663.8,76.8,-523.4,2259.1,1495.6,763.5,2782.5,2284.1,498.4,3236.3,1225,729.3,495.7,2011.3
18222.8,12438.8,4038.1,1371.8,2666.3,8400.6,3059.9,2997.2,2311.3,487.8,1092.6,730.9,685.9,62.7,-520.9,2211.7,1448.3,763.4,2732.6,2235,497.7,3245,1234,735.6,498.4,2011
18281.6,12498,4008.7,1366.6,2642,8489.3,3036.8,2994.8,2292.4,486,1066.3,740.1,702.4,41.9,-507.4,2179,1410.9,768.1,2686.3,2185.7,500.7,3254.3,1233.8,731.4,502.4,2020.5
18450.1,12692.7,4085.4,1390,2695.4,8607.3,2987.5,3002.5,2304.7,487.3,1058.7,758.7,697.8,-15,-492.4,2209.7,1437.2,772.5,2702.2,2199.4,502.7,3262.3,1239.2,729.3,509.9,2023.1
18675.3,12832.2,4111.9,1414,2697.9,8720.3,3017.2,3013.1,2313.8,500.5,1049.3,763.9,699.3,4.1,-460,2276.3,1495.4,780.9,2736.2,2222.7,513.5,3285.9,1251.8,736,515.8,2034.1
18869.4,13008.9,4187.5,1440.9,2746.6,8821.4,3101.4,3049,2324.2,501.3,1053.5,769.4,724.8,52.4,-545.2,2264.8,1476,788.8,2810,2294.6,515.4,3304.3,1253.2,732,521.2,2051.1
